Date,Open,High,Low,Close,Adj Close,Volume
2017-11-09,0.991679,0.991679,0.942583,0.945337,0.945337,10642
2017-11-10,0.947825,0.974881,0.813134,0.889651,0.889651,9902
2017-11-11,0.887368,0.944955,0.853912,0.890425,0.890425,10289
2017-11-12,0.889892,0.916550,0.788012,0.838364,0.838364,11185
2017-11-13,0.839328,1.051110,0.787760,0.975843,0.975843,12196
2017-11-14,0.977432,1.057960,0.841517,1.053060,1.053060,11688
2017-11-15,1.053440,1.136310,0.762047,1.046680,1.046680,19561
2017-11-16,1.049840,1.076780,0.957334,1.063170,1.063170,17156
2017-11-17,1.060950,1.080160,0.911621,1.032860,1.032860,12901
2017-11-18,1.028820,1.052480,1.002750,1.020930,1.020930,13294
2017-11-19,1.019110,1.024140,0.888119,1.004130,1.004130,13455
2017-11-20,1.002990,1.040020,0.992196,1.035390,1.035390,7803
2017-11-21,1.035390,1.043290,0.843984,0.849239,0.849239,10368
2017-11-22,0.850143,1.006090,0.848569,0.997681,0.997681,8981
2017-11-23,0.997454,1.010480,0.986204,0.990079,0.990079,11885
2017-11-24,0.988805,1.021230,0.961183,1.014530,1.014530,14792
2017-11-25,1.013260,1.074970,0.990897,1.074970,1.074970,14188
2017-11-26,1.073290,1.173650,1.073290,1.137690,1.137690,13905
2017-11-27,1.137920,1.182070,0.725170,1.045380,1.045380,13071
2017-11-28,1.047390,1.070380,1.039460,1.064070,1.064070,12204
2017-11-29,1.057640,1.095460,0.818163,0.855607,0.855607,22943
2017-11-30,0.860592,0.984087,0.797402,0.976544,0.976544,12362
2017-12-01,0.972155,0.992652,0.695620,0.930294,0.930294,15856
2017-12-02,0.929422,0.940657,0.701230,0.712669,0.712669,11301
2017-12-03,0.713796,0.837778,0.676302,0.802584,0.802584,9741
2017-12-04,0.802199,0.960137,0.766243,0.960137,0.960137,8880
2017-12-05,0.962396,0.990487,0.770303,0.959524,0.959524,11043
2017-12-06,0.957973,1.071040,0.701351,1.069380,1.069380,11631
2017-12-07,1.068200,1.118020,0.552065,1.057560,1.057560,14523
2017-12-08,1.058040,1.156670,0.731542,0.877150,0.877150,11623
2017-12-09,0.876161,0.884243,0.751462,0.814393,0.814393,9432
2017-12-10,0.817115,0.849629,0.622412,0.826072,0.826072,9577
2017-12-11,0.820635,0.916169,0.817563,0.889217,0.889217,8178
2017-12-12,0.891032,0.936187,0.699775,0.838914,0.838914,8336
2017-12-13,0.839439,0.848719,0.783173,0.802590,0.802590,9526
2017-12-14,0.800485,0.828086,0.789978,0.805234,0.805234,8588
2017-12-15,0.806491,0.878397,0.727248,0.852381,0.852381,9381
2017-12-16,0.853066,1.029940,0.751345,1.022200,1.022200,10293
2017-12-17,1.020790,1.029640,0.741054,0.983168,0.983168,12731
2017-12-18,0.985412,2.331100,0.770104,1.062120,1.062120,12140
2017-12-19,1.062440,1.224400,0.855478,1.020230,1.020230,11811
2017-12-20,1.018740,1.018740,0.747381,0.901377,0.901377,11875
2017-12-21,0.902879,0.928904,0.645368,0.765386,0.765386,12252
2017-12-22,0.767331,0.773319,0.568707,0.661750,0.661750,9783
2017-12-23,0.666311,0.739401,0.634359,0.690969,0.690969,9056
2017-12-24,0.696175,0.819831,0.641372,0.669706,0.669706,9524
2017-12-25,0.674995,0.738003,0.645318,0.692036,0.692036,7542
2017-12-26,0.691535,0.786336,0.657697,0.768486,0.768486,9298
2017-12-27,0.768288,1.235150,0.749854,0.999665,0.999665,17854
2017-12-28,0.996322,1.002740,0.713810,0.918984,0.918984,12955
2017-12-29,0.924888,0.986969,0.692776,0.967608,0.967608,10377
2017-12-30,0.967399,0.967399,0.657696,0.872683,0.872683,11494
2017-12-31,0.865241,0.955757,0.663379,0.936504,0.936504,10738
2018-01-01,0.939020,0.941377,0.667819,0.857793,0.857793,9711
2018-01-02,0.857715,0.918611,0.683262,0.886084,0.886084,10200
2018-01-03,0.883114,0.964548,0.856360,0.929101,0.929101,9191
2018-01-04,0.931593,0.963498,0.856754,0.951722,0.951722,6372
2018-01-05,0.951070,0.987555,0.648166,0.912741,0.912741,7299
2018-01-06,0.912407,0.991580,0.805278,0.974458,0.974458,7289
2018-01-07,0.974414,0.974467,0.766042,0.885686,0.885686,4566
2018-01-08,0.884240,0.896024,0.753809,0.859980,0.859980,15873
2018-01-09,0.858620,0.877614,0.822200,0.860118,0.860118,18665
2018-01-10,0.860730,0.879577,0.717389,0.879577,0.879577,12037
2018-01-11,0.878619,0.880942,0.797541,0.807871,0.807871,8893
2018-01-12,0.811700,0.872603,0.716711,0.848605,0.848605,9488
2018-01-13,0.847879,0.882938,0.546843,0.759278,0.759278,10713
2018-01-14,0.756972,1.330360,0.514560,0.807618,0.807618,23760
2018-01-15,0.805538,0.951815,0.725977,0.923761,0.923761,11283
2018-01-16,0.924036,0.924036,0.632092,0.886662,0.886662,13505
2018-01-17,0.882574,0.900340,0.669824,0.822364,0.822364,11090
2018-01-18,0.822218,0.839228,0.730840,0.775363,0.775363,9584
2018-01-19,0.770271,0.786019,0.736473,0.753060,0.753060,9194
2018-01-20,0.757339,0.831211,0.652222,0.744447,0.744447,11357
2018-01-21,0.745243,0.777527,0.696748,0.722466,0.722466,12836
2018-01-22,0.729953,0.763827,0.602170,0.763405,0.763405,14036
2018-01-23,0.762200,0.874535,0.685364,0.840490,0.840490,20253
2018-01-24,0.839956,0.885731,0.724073,0.869922,0.869922,13169
2018-01-25,0.879426,0.889083,0.770090,0.863868,0.863868,10849
2018-01-26,0.862390,0.892469,0.781194,0.892198,0.892198,12360
2018-01-27,0.891828,2.600960,0.850357,1.014120,1.014120,16026
2018-01-28,1.016880,1.029360,0.837841,0.953458,0.953458,12704
2018-01-29,0.952830,0.988580,0.784782,0.831459,0.831459,11225
2018-01-30,0.831321,0.852337,0.736898,0.834022,0.834022,10872
2018-01-31,0.835173,0.854626,0.731970,0.840008,0.840008,9377
2018-02-01,0.841417,0.849865,0.732902,0.833035,0.833035,10824
2018-02-02,0.831985,0.866562,0.762144,0.846434,0.846434,12421
2018-02-03,0.848320,0.885311,0.775986,0.855578,0.855578,11678
2018-02-04,0.906448,0.906448,0.766291,0.836470,0.836470,12498
2018-02-05,0.832255,1.095180,0.725250,1.046460,1.046460,28033
2018-02-06,1.046750,1.061980,0.798682,0.979585,0.979585,17618
2018-02-07,0.973511,0.990828,0.799814,0.908364,0.908364,13279
2018-02-08,0.906173,0.978063,0.787138,0.958210,0.958210,12952
2018-02-09,0.960197,0.996343,0.805548,0.992255,0.992255,13617
2018-02-10,0.992713,1.019030,0.822969,0.900938,0.900938,10376
2018-02-11,0.900366,0.900366,0.757578,0.870111,0.870111,21230
2018-02-12,0.873653,1.472110,0.759802,0.852821,0.852821,14645
2018-02-13,0.854172,1.057080,0.741337,1.025460,1.025460,17754
2018-02-14,1.022630,1.055560,0.748408,0.929983,0.929983,22945
2018-02-15,0.930357,1.019810,0.869542,0.928657,0.928657,12612
2018-02-16,0.926098,0.972781,0.834987,0.937229,0.937229,26303
2018-02-17,0.937771,0.956518,0.864562,0.901577,0.901577,14059
2018-02-18,0.902385,0.924586,0.847762,0.902501,0.902501,13171
2018-02-19,0.901124,0.995425,0.859038,0.923250,0.923250,17854
2018-02-20,0.923360,0.944032,0.877501,0.895298,0.895298,12066
2018-02-21,0.894863,0.923228,0.874144,0.900209,0.900209,13331
2018-02-22,0.899943,0.919028,0.845940,0.919028,0.919028,12513
2018-02-23,0.922476,1.154850,0.847104,0.971684,0.971684,30037
2018-02-24,0.970821,1.156340,0.909601,1.010030,1.010030,22915
2018-02-25,1.010040,1.012710,0.935755,0.986445,0.986445,15788
2018-02-26,0.986957,1.081040,0.912532,1.029260,1.029260,23621
2018-02-27,1.031000,1.119560,0.975419,1.057450,1.057450,24879
2018-02-28,1.056910,1.103690,0.977798,1.001160,1.001160,16005
2018-03-01,1.001540,1.123160,0.954231,1.058450,1.058450,31682
2018-03-02,1.057440,1.065710,0.964149,1.015700,1.015700,20484
2018-03-03,1.015420,1.035600,0.943229,0.944195,0.944195,14706
2018-03-04,0.943628,1.010230,0.901485,0.959408,0.959408,15687
2018-03-05,0.959528,1.001950,0.929000,0.975405,0.975405,16386
2018-03-06,0.975022,0.982819,0.906629,0.936748,0.936748,10658
2018-03-07,0.936605,0.946403,0.888265,0.928992,0.928992,11191
2018-03-08,0.922530,0.942821,0.900941,0.914597,0.914597,13645
2018-03-09,0.912255,0.984650,0.881215,0.968063,0.968063,16860
2018-03-10,0.968175,0.987719,0.900797,0.949528,0.949528,9065
2018-03-11,0.947945,0.989331,0.724092,0.940624,0.940624,17705
2018-03-12,0.939220,0.946167,0.879768,0.906728,0.906728,16532
2018-03-13,0.905622,0.955328,0.877882,0.954079,0.954079,11052
2018-03-14,0.954605,0.966319,0.867445,0.907301,0.907301,8880
2018-03-15,0.907230,0.961387,0.857859,0.943813,0.943813,11281
2018-03-16,0.942958,0.970327,0.927503,0.950049,0.950049,11105
2018-03-17,0.950889,0.963115,0.849894,0.946610,0.946610,14364
2018-03-18,0.946096,1.009600,0.882150,0.984213,0.984213,15284
2018-03-19,0.982502,0.995941,0.887303,0.978938,0.978938,14844
2018-03-20,0.984782,0.991354,0.832646,0.943951,0.943951,12145
2018-03-21,0.951056,0.983721,0.821150,0.956429,0.956429,20713
2018-03-22,0.955348,0.964548,0.865813,0.939847,0.939847,10472
2018-03-23,0.940189,0.953106,0.923857,0.953106,0.953106,6044
2018-03-24,0.962872,0.980487,0.934306,0.935676,0.935676,21634
2018-03-25,0.928122,0.933815,0.908740,0.910736,0.910736,11823
2018-03-26,0.910476,0.922868,0.855553,0.908941,0.908941,10917
2018-03-27,0.908455,0.956807,0.869460,0.933949,0.933949,14167
2018-03-28,0.933746,0.950533,0.872484,0.946119,0.946119,8133
2018-03-29,0.946025,0.947137,0.840693,0.897651,0.897651,15000
2018-03-30,0.896309,1.528090,0.818739,1.016630,1.016630,25880
2018-03-31,1.016240,1.034340,0.867788,0.939638,0.939638,14750
2018-04-01,0.939586,0.944159,0.888864,0.918703,0.918703,14361
2018-04-02,0.919855,0.928264,0.868081,0.923129,0.923129,10296
2018-04-03,0.923497,0.968204,0.862794,0.920832,0.920832,14639
2018-04-04,0.920404,0.937259,0.870397,0.909046,0.909046,6862
2018-04-05,0.909270,0.921311,0.605480,0.886385,0.886385,16158
2018-04-06,0.884338,0.909509,0.808908,0.901691,0.901691,12522
2018-04-07,0.901932,0.946070,0.872860,0.929088,0.929088,7813
2018-04-08,0.929547,0.955853,0.898734,0.931726,0.931726,11620
2018-04-09,0.932265,1.006060,0.898423,0.953990,0.953990,16124
2018-04-10,0.954115,0.980881,0.929519,0.953540,0.953540,12615
2018-04-11,0.953855,0.956662,0.876867,0.935779,0.935779,12741
2018-04-12,0.934234,1.027360,0.915616,0.990701,0.990701,16849
2018-04-13,0.963936,1.000100,0.946173,0.947689,0.947689,12829
2018-04-14,0.947759,0.971439,0.939409,0.959288,0.959288,9374
2018-04-15,0.959589,0.991268,0.942865,0.977632,0.977632,12121
2018-04-16,0.977736,0.986951,0.918585,0.957497,0.957497,14829
2018-04-17,0.957618,0.981023,0.948901,0.962554,0.962554,15237
2018-04-18,0.962752,0.977793,0.959154,0.971514,0.971514,10020
2018-04-19,0.971711,0.989171,0.964004,0.980988,0.980988,12028
2018-04-20,0.981183,1.010150,0.954055,1.007100,1.007100,18707
2018-04-21,1.007050,1.789720,0.957110,0.981511,0.981511,19084
2018-04-22,0.981488,0.995721,0.928458,0.987753,0.987753,13775
2018-04-23,0.986605,0.996472,0.935186,0.992053,0.992053,11011
2018-04-24,0.992077,1.027780,0.896188,0.998576,0.998576,17005
2018-04-25,0.995791,1.744590,0.753638,0.980315,0.980315,38214
2018-04-26,0.985124,0.987988,0.857794,0.986770,0.986770,8921
2018-04-27,0.987171,0.998005,0.892540,0.967547,0.967547,12077
2018-04-28,0.966163,1.044130,0.940378,1.042790,1.042790,17655
2018-04-29,1.042320,1.050830,0.962820,1.003110,1.003110,20470
2018-04-30,1.002750,1.005040,0.941859,0.988390,0.988390,13056
2018-05-01,0.989592,1.120860,0.945403,1.088270,1.088270,18884
2018-05-02,1.088170,1.088210,0.945347,0.979740,0.979740,16559
2018-05-03,0.980245,1.021830,0.963050,1.016910,1.016910,15361
2018-05-04,1.016740,1.032070,0.968516,1.005080,1.005080,19674
2018-05-05,1.004870,1.016930,0.971786,0.977012,0.977012,17734
2018-05-06,0.977305,1.000290,0.964172,0.984137,0.984137,8215
2018-05-07,0.984186,0.984571,0.880443,0.937723,0.937723,14946
2018-05-08,0.938574,1.001550,0.876180,0.986748,0.986748,9215
2018-05-09,0.986952,1.005350,0.912629,1.001970,1.001970,17280
2018-05-10,1.001960,1.009760,0.917039,0.982822,0.982822,10301
2018-05-11,0.982945,1.277670,0.936445,1.007820,1.007820,11696
2018-05-12,1.006340,1.023080,0.935833,1.009730,1.009730,5395
2018-05-13,1.009600,1.022880,0.909748,1.008620,1.008620,6921
2018-05-14,1.003850,1.007250,0.899137,0.989099,0.989099,11347
2018-05-15,0.988033,0.993197,0.919307,0.967300,0.967300,13484
2018-05-16,0.967469,1.047030,0.946080,0.959655,0.959655,20537
2018-05-17,0.959580,1.064160,0.942958,0.955154,0.955154,19157
