Date,Open,High,Low,Close,Adj Close,Volume
2019-05-25,39.455772,47.436558,35.293015,39.513962,39.513962,88071
2019-05-26,39.513962,41.728428,35.923050,39.461552,39.461552,17288
2019-05-27,39.478542,44.597908,36.648197,38.417725,38.417725,55594
2019-05-28,38.397305,40.721771,36.672798,38.181713,38.181713,23911
2019-05-29,38.172867,41.116852,37.047726,38.030689,38.030689,22095
2019-05-30,38.030689,41.119385,34.791519,35.733063,35.733063,32282
2019-05-31,35.733063,38.366035,34.248093,37.203953,37.203953,29887
2019-06-01,37.197220,38.102669,36.334007,37.645496,37.645496,15125
2019-06-02,37.645496,43.832699,37.638805,43.809307,43.809307,85479
2019-06-03,43.910633,44.455383,36.868267,37.385803,37.385803,95095
2019-06-04,37.340527,37.340527,32.963409,34.295357,34.295357,28362
2019-06-05,34.343704,36.008102,32.708569,35.265564,35.265564,56033
2019-06-06,35.269169,35.737007,31.483297,33.641197,33.641197,98658
2019-06-07,33.617207,35.156364,33.025417,33.946777,33.946777,19962
2019-06-08,33.940426,34.982784,32.756817,33.486465,33.486465,38381
2019-06-09,33.486465,54.234550,32.704979,35.323917,35.323917,156989
2019-06-10,35.235405,39.614059,34.192375,36.857693,36.857693,52858
2019-06-11,36.894382,37.717274,33.941097,36.217178,36.217178,32884
2019-06-12,36.217178,38.419609,34.711838,38.311993,38.311993,62420
2019-06-13,38.338943,40.532360,35.495071,36.825073,36.825073,21115
2019-06-14,36.850182,40.201241,35.904106,37.969135,37.969135,17091
2019-06-15,37.985500,38.671219,35.447857,36.340382,36.340382,23188
2019-06-16,36.340382,38.369144,36.038612,37.565788,37.565788,29402
2019-06-17,37.598293,38.693810,36.729969,38.258747,38.258747,18434
2019-06-18,38.242214,38.359928,34.723759,36.207222,36.207222,28072
2019-06-19,36.231709,36.487671,34.752968,35.609024,35.609024,6542
2019-06-20,35.602165,35.892052,32.644386,35.716908,35.716908,60679
2019-06-21,35.153065,35.470676,31.883568,35.219372,35.219372,26194
2019-06-22,35.219372,37.141773,32.188023,34.554050,34.554050,61370
2019-06-23,34.559795,42.235355,33.255287,36.478676,36.478676,30589
2019-06-24,36.478676,37.457283,33.809742,37.374306,37.374306,22066
2019-06-25,37.385384,40.132736,33.922119,36.836174,36.836174,71168
2019-06-26,36.836174,39.023495,33.103882,36.321705,36.321705,85934
2019-06-27,36.342892,38.373463,28.573570,33.342621,33.342621,34469
2019-06-28,33.342621,43.116283,33.160728,37.557526,37.557526,114580
2019-06-29,37.587418,39.584229,34.460594,37.518196,37.518196,16980
2019-06-30,37.487202,39.997936,32.938538,33.646488,33.646488,9470
2019-07-01,33.646488,35.446327,31.478544,34.839954,34.839954,5971
2019-07-02,34.847767,35.851376,30.004606,34.512413,34.512413,15059
2019-07-03,34.512028,37.692039,33.347702,36.549812,36.549812,9139
2019-07-04,36.547268,36.740910,32.216702,32.710205,32.710205,13303
2019-07-05,32.701263,34.965961,30.985413,32.083958,32.083958,26549
2019-07-06,32.077717,34.009514,30.431711,31.522333,31.522333,43988
2019-07-07,31.522333,32.561676,30.399523,30.968245,30.968245,12902
2019-07-08,30.967594,35.597866,28.161077,34.451069,34.451069,59223
2019-07-09,34.464069,34.477001,30.157646,31.980373,31.980373,31471
2019-07-10,31.979534,33.139767,28.806812,29.960346,29.960346,35963
2019-07-11,29.964422,30.150414,27.218769,27.647900,27.647900,9798
2019-07-12,27.669859,29.547333,25.974810,26.741346,26.741346,23241
2019-07-13,26.751680,27.592680,24.842180,25.879473,25.879473,31365
2019-07-14,25.890408,26.257549,22.775957,23.735146,23.735146,17729
2019-07-15,23.748735,27.621796,22.606831,24.734991,24.734991,23656
2019-07-16,24.710424,25.038792,20.975746,21.443220,21.443220,16962
2019-07-17,21.399080,22.565834,20.025270,21.246130,21.246130,22113
2019-07-18,21.258949,23.338987,20.466267,23.115316,23.115316,15862
2019-07-19,23.115316,27.666340,22.736570,23.070099,23.070099,58249
2019-07-20,23.075602,24.790676,22.714142,23.694075,23.694075,11784
2019-07-21,23.672058,26.521603,23.267336,24.076406,24.076406,24199
2019-07-22,24.083435,25.251194,22.953426,24.156481,24.156481,19125
2019-07-23,24.152666,24.685007,22.949556,22.978453,22.978453,10948
2019-07-24,22.978453,24.747307,22.186584,24.507835,24.507835,12055
2019-07-25,24.497908,25.238005,23.430807,24.254332,24.254332,11102
2019-07-26,24.246141,25.569731,23.338734,25.180182,25.180182,7812
2019-07-27,25.180182,27.250769,22.936270,25.666634,25.666634,22762
2019-07-28,25.641575,28.062737,25.474075,27.199121,27.199121,43959
2019-07-29,27.197294,28.098011,26.147736,28.093283,28.093283,9485
2019-07-30,28.094410,28.141844,26.470171,27.362833,27.362833,6691
2019-07-31,27.353981,30.016415,27.064705,29.219606,29.219606,9964
2019-08-01,29.233801,35.678329,28.990435,32.091496,32.091496,37204
2019-08-02,32.098015,34.639359,29.799156,30.954123,30.954123,21947
2019-08-03,30.946857,31.801203,30.101812,31.719532,31.719532,7699
2019-08-04,31.719532,31.862738,29.988108,31.557249,31.557249,1451
2019-08-05,31.550322,33.154930,27.829769,28.026209,28.026209,32610
2019-08-06,27.997812,31.232250,26.097412,26.781263,26.781263,23262
2019-08-07,26.771870,27.431452,26.183548,27.019987,27.019987,19038
2019-08-08,27.011681,30.708389,25.687300,29.302355,29.302355,9259
2019-08-09,29.290169,30.719143,27.541317,29.385883,29.385883,11240
2019-08-10,29.385883,29.537264,24.871307,28.501093,28.501093,11607
2019-08-11,28.498398,29.314663,26.585325,28.788967,28.788967,3932
2019-08-12,28.798046,28.806044,26.451990,27.479450,27.479450,4003
2019-08-13,27.484922,29.471689,26.420359,29.360199,29.360199,3819
2019-08-14,29.359369,29.524288,26.129734,26.826262,26.826262,6153
2019-08-15,26.826262,27.953651,24.796392,25.905779,25.905779,8130
2019-08-16,25.909298,27.827015,23.683968,24.932991,24.932991,14401
2019-08-17,24.846674,25.141171,23.934057,24.642914,24.642914,1539
2019-08-18,24.649689,25.035028,23.881763,24.297119,24.297119,10393
2019-08-19,24.308554,26.706852,23.663935,24.064384,24.064384,10801
2019-08-20,24.064384,26.858364,23.995899,25.807367,25.807367,3972
2019-08-21,25.807367,26.549446,23.346115,24.671682,24.671682,8625
2019-08-22,24.671682,25.397177,23.514618,25.280174,25.280174,4876
2019-08-23,25.280174,25.903351,24.254744,24.290405,24.290405,10156
2019-08-24,24.287155,25.214544,23.273422,25.170752,25.170752,7016
2019-08-25,25.170752,25.378786,23.695791,24.265049,24.265049,5231
2019-08-26,24.298647,25.964863,24.106819,24.164375,24.164375,14960
2019-08-27,24.167425,24.698595,23.384022,23.533541,23.533541,4980
2019-08-28,23.537313,24.470016,22.967531,23.762035,23.762035,4482
2019-08-29,23.763779,23.782450,21.794697,22.805420,22.805420,6133
2019-08-30,22.805420,23.884460,20.850903,22.243269,22.243269,12131
2019-08-31,22.254536,23.131550,22.002956,22.325933,22.325933,3225
2019-09-01,22.332035,22.524202,21.942226,22.420942,22.420942,4904
2019-09-02,22.422743,23.730406,22.247143,23.629198,23.629198,6315
2019-09-03,23.634163,23.709341,22.225319,22.334776,22.334776,12175
2019-09-04,22.327990,23.306025,22.041422,22.964203,22.964203,5588
2019-09-05,22.967707,22.976885,22.496962,22.869108,22.869108,2137
2019-09-06,22.869108,23.139874,20.687397,20.824577,20.824577,15559
2019-09-07,20.832064,22.896906,20.706266,22.733421,22.733421,13975
2019-09-08,22.718765,22.797152,22.267204,22.488869,22.488869,2001
2019-09-09,22.493107,23.028297,20.639626,22.167810,22.167810,8901
2019-09-10,22.161522,23.119530,20.808245,22.145126,22.145126,9064
2019-09-11,22.146421,22.346020,21.441458,21.813993,21.813993,8773
2019-09-12,21.834465,22.799143,21.645456,22.771540,22.771540,4181
2019-09-13,22.767899,22.826719,21.893265,22.191910,22.191910,15200
2019-09-14,22.179241,22.883635,22.049988,22.364712,22.364712,12125
2019-09-15,22.364712,23.323990,22.297857,22.347588,22.347588,8219
2019-09-16,22.347027,23.187078,21.970608,23.029024,23.029024,1702
2019-09-17,23.030233,24.435028,21.959454,23.883766,23.883766,9193
2019-09-18,23.894114,24.482861,22.952536,24.393974,24.393974,4159
2019-09-19,24.411259,25.474474,22.777405,24.516724,24.516724,6903
2019-09-20,24.554445,24.592175,23.797668,24.385624,24.385624,4601
2019-09-21,24.374504,24.624971,22.877783,24.576838,24.576838,19303
2019-09-22,24.579195,24.733984,23.424564,24.682543,24.682543,1686
2019-09-23,24.681782,26.146481,23.859715,26.027590,26.027590,17777
2019-09-24,26.032509,26.110470,19.197727,22.918747,22.918747,11717
2019-09-25,22.918747,23.223095,20.303907,21.099337,21.099337,6853
2019-09-26,21.099436,22.889004,20.320242,21.351847,21.351847,8788
2019-09-27,21.350676,22.271452,20.162167,21.435499,21.435499,4710
2019-09-28,21.434811,22.252783,21.164452,22.188814,22.188814,1377
2019-09-29,22.203224,22.232307,20.986843,21.679028,21.679028,2929
2019-09-30,21.675634,22.188276,20.130886,22.068239,22.068239,5268
2019-10-01,22.071705,22.383087,19.088354,20.494652,20.494652,6340
2019-10-02,20.494652,22.192402,18.986933,21.370073,21.370073,1835
2019-10-03,21.360872,21.432735,18.752190,20.208796,20.208796,2527
2019-10-04,20.209801,20.904396,18.814650,20.102108,20.102108,2021
2019-10-05,20.064787,20.863829,18.435066,18.467079,18.467079,7550
2019-10-06,18.465250,19.321953,17.152939,18.378445,18.378445,15349
2019-10-07,18.354055,19.646528,15.987363,17.039465,17.039465,70015
2019-10-08,17.032763,18.326342,17.031004,18.297985,18.297985,18113
2019-10-09,18.297985,21.143635,18.002211,19.923658,19.923658,17840
2019-10-10,19.928095,20.888577,18.797050,20.611469,20.611469,2489
2019-10-11,20.617224,21.202093,19.667845,19.668646,19.668646,5240
2019-10-12,19.679514,20.865171,19.147699,20.405134,20.405134,7965
2019-10-13,20.396845,20.517778,18.326941,19.096704,19.096704,10775
2019-10-14,19.096704,19.207573,17.396269,17.830458,17.830458,29158
2019-10-15,17.836996,19.668970,17.828295,18.343052,18.343052,16227
2019-10-16,18.343052,18.898043,17.883011,18.650866,18.650866,2301
2019-10-17,18.654661,22.680876,18.565115,22.449362,22.449362,24702
2019-10-18,22.449362,22.691296,19.528643,20.073627,20.073627,19194
2019-10-19,20.070415,21.128063,19.712168,21.103561,21.103561,11595
2019-10-20,21.097813,21.451822,20.424629,21.313684,21.313684,12074
2019-10-21,21.316656,21.437775,18.485178,21.129742,21.129742,23546
2019-10-22,21.131075,21.713539,19.151300,20.987324,20.987324,21932
2019-10-23,20.988167,23.108055,18.050625,19.118818,19.118818,39330
2019-10-24,19.118818,22.164352,17.897060,21.695681,21.695681,26657
2019-10-25,21.695681,25.858540,21.395006,24.892344,24.892344,24053
2019-10-26,24.880819,29.551052,22.628847,23.754330,23.754330,22251
2019-10-27,23.752609,25.280722,23.029453,23.996672,23.996672,1551
2019-10-28,23.980337,25.346048,22.238079,23.029861,23.029861,6872
2019-10-29,23.034138,25.665773,22.208746,23.692795,23.692795,4402
2019-10-30,23.706154,25.354429,22.607840,24.952353,24.952353,3134
2019-10-31,24.952353,25.028790,21.929277,22.746382,22.746382,5083
2019-11-01,22.735569,23.352642,21.818432,22.086521,22.086521,2950
2019-11-02,22.077803,25.398825,20.306606,22.682215,22.682215,9955
2019-11-03,22.683931,24.666327,21.927427,23.174423,23.174423,5427
2019-11-04,23.147610,23.759914,19.309822,22.622801,22.622801,10692
2019-11-05,22.622801,23.441853,20.991701,22.366673,22.366673,2951
